config_id,question_id,top_k,chunking_strategy,search_type,category,faithfulness,answer_relevancy,context_recall,context_precision,semantic_similarity
0,0,3,recursive_1000_200,vetorial,FATUAL,1.0,0.9914884716008886,1.0,0.9999999999,0.8896148517799178
0,1,3,recursive_1000_200,vetorial,FATUAL,0.0,0.0,0.0,0.0,0.2825969282842713
0,2,3,recursive_1000_200,vetorial,FATUAL,1.0,1.0,1.0,0.9999999999,0.9795410649418288
0,3,3,recursive_1000_200,vetorial,FATUAL,0.5,0.9973902284244116,1.0,0.9999999999,0.9008887024384724
0,4,3,recursive_1000_200,vetorial,FATUAL,1.0,0.995366339769926,1.0,0.9999999999,0.9068452102576748
0,5,3,recursive_1000_200,vetorial,FATUAL,0.0,0.9319280911110646,0.5,0.9999999999,0.7646415204685459
0,6,3,recursive_1000_200,vetorial,FATUAL,1.0,0.9999999999999996,1.0,0.9999999999,0.8618491467663993
0,7,3,recursive_1000_200,vetorial,FATUAL,0.0,0.994886925888154,1.0,0.9999999999,0.8442746670353636
0,8,3,recursive_1000_200,vetorial,FATUAL,0.6666666666666666,0.9984232189213496,1.0,0.9999999999,0.9021197901107424
0,9,3,recursive_1000_200,vetorial,FATUAL,1.0,0.9972968670998038,1.0,0.9999999999,0.8881291739580931
0,10,3,recursive_1000_200,vetorial,SÍNTESE,1.0,0.9664233449935984,0.2857142857142857,0.9999999999,0.8264088304922569
0,11,3,recursive_1000_200,vetorial,SÍNTESE,1.0,0.9422514007334546,1.0,0.9999999999,0.8358947376491037
0,12,3,recursive_1000_200,vetorial,SÍNTESE,1.0,0.9794927547984869,1.0,0.9999999999,0.8245388362233331
0,13,3,recursive_1000_200,vetorial,SÍNTESE,1.0,0.8753320558394974,1.0,0.9999999999,0.7580625975055905
0,14,3,recursive_1000_200,vetorial,SÍNTESE,0.75,0.999997933647266,0.5,0.9999999999,0.8922513049796543
0,15,3,recursive_1000_200,vetorial,SÍNTESE,1.0,0.993400809053518,0.5555555555555556,0.9999999999,0.8259161177505003
0,16,3,recursive_1000_200,vetorial,SÍNTESE,1.0,0.9080675818229887,1.0,0.9999999999,0.8012338208930322
0,17,3,recursive_1000_200,vetorial,SÍNTESE,1.0,0.9448904279498548,0.2727272727272727,0.9999999999,0.7838627950847492
0,18,3,recursive_1000_200,vetorial,SÍNTESE,0.8571428571428571,0.8675833333413053,0.3333333333333333,0.9999999999,0.7250399742710881
0,19,3,recursive_1000_200,vetorial,SÍNTESE,1.0,0.9999999999999994,1.0,0.9999999999,0.8374252738540056
0,20,3,recursive_1000_200,vetorial,PROCEDIMENTAL,1.0,0.9945361772380846,1.0,0.9999999999,0.6898585964881584
0,21,3,recursive_1000_200,vetorial,PROCEDIMENTAL,0.5,0.0,0.0,0.0,0.3008838122054369
0,22,3,recursive_1000_200,vetorial,PROCEDIMENTAL,0.8,0.0,0.4,0.9999999999,0.6706614857180284
0,23,3,recursive_1000_200,vetorial,PROCEDIMENTAL,1.0,0.9941307026802,1.0,0.9999999999,0.7945452189033892
0,24,3,recursive_1000_200,vetorial,PROCEDIMENTAL,1.0,0.7666202027451473,1.0,0.9999999999,0.9349645897962922
0,25,3,recursive_1000_200,vetorial,PROCEDIMENTAL,1.0,0.853657336115364,1.0,0.9999999999,0.8611598822743227
0,26,3,recursive_1000_200,vetorial,PROCEDIMENTAL,1.0,0.9021881457383182,0.0,0.9999999999,0.7337473997239622
0,27,3,recursive_1000_200,vetorial,PROCEDIMENTAL,0.7857142857142857,1.0000000000000004,0.5,0.9999999999,0.703135127033101
0,28,3,recursive_1000_200,vetorial,PROCEDIMENTAL,0.0,0.0,0.5,0.9999999999,0.3364379296394826
0,29,3,recursive_1000_200,vetorial,PROCEDIMENTAL,1.0,0.9998015767481826,0.0,0.9999999999,0.4355038037253722
0,30,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,0.6666666666666666,0.9844900081860306,1.0,0.9999999999,0.9510249059666828
0,31,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,1.0,0.9551097827540604,1.0,0.9999999999,0.7777228100270508
0,32,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,0.3333333333333333,0.9396161875161678,1.0,0.9999999999,0.9081530652078202
0,33,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,0.0,0.9762574577288337,1.0,0.9999999999,0.8028046372815449
0,34,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,1.0,0.9968327696790878,1.0,0.9999999999,0.9124896445137564
0,35,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,1.0,0.8465676642943967,1.0,0.9999999999,0.7815136413209962
0,36,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,1.0,0.7087463800073796,1.0,0.9999999999,0.9506676034494426
0,37,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,1.0,0.6111167118215644,1.0,0.9999999999,0.9416816642746276
0,38,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,1.0,0.9970999035702152,1.0,0.9999999999,0.8257810614464955
0,39,3,recursive_1000_200,vetorial,AGULHA NO PALHEIRO,1.0,0.997411552023614,1.0,0.9999999999,0.871262195439003
0,40,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,1.0,0.9273882868346698,1.0,0.9999999999,0.7153191776697378
0,41,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.0,0.0,0.0,0.0,0.28771313537957
0,42,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.6666666666666666,0.9567352363348688,0.0,0.0,0.4945249907776404
0,43,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.0,0.0,0.2,0.9999999999,0.3057689888623025
0,44,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,1.0,0.942862013464886,0.0,0.9999999999,0.6013521624528276
0,45,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.6666666666666666,0.5649910383926211,0.0,0.0,0.6605625470314431
0,46,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,1.0,0.961243251096682,1.0,0.9999999999,0.8290068762986622
0,47,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.5,0.0,0.0,0.9999999999,0.3619535977027853
0,48,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.75,0.9621994795107676,1.0,0.9999999999,0.7595950122814242
0,49,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,1.0,0.9247183057098955,1.0,0.9999999999,0.830948832135137
0,50,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,1.0,0.9336041567328822,1.0,0.9999999999,0.6782265025301696
0,51,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,1.0,0.7675855851598525,1.0,0.9999999999,0.6484881955177197
0,52,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,1.0,0.960580025976964,0.0,0.9999999999,0.7073225733950081
0,53,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.5,0.0,1.0,0.9999999999,0.3369947738428698
0,54,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,1.0,0.9187261545654763,1.0,0.9999999999,0.8503122419139606
0,55,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.0,0.0,0.0,0.9999999999,0.3358689143541348
0,56,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,1.0,0.9118045538018978,1.0,0.9999999999,0.9197964652300982
0,57,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.75,0.6194193766729845,1.0,0.9999999999,0.746207043645043
0,58,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.5,0.0,0.0,0.9999999999,0.317012597419238
0,59,3,recursive_1000_200,vetorial,DEPENDENTE DE HISTÓRICO,0.0,0.7503615581759248,0.0,0.9999999999,0.7908771514638029
1,0,3,recursive_1000_200,hibrida,FATUAL,1.0,0.9914884716008886,1.0,0.9999999999,0.8896148517799178
1,1,3,recursive_1000_200,hibrida,FATUAL,0.5,0.0,0.0,0.0,0.2825969282842713
1,2,3,recursive_1000_200,hibrida,FATUAL,1.0,1.0,1.0,0.9999999999,0.9795410649418288
1,3,3,recursive_1000_200,hibrida,FATUAL,0.5,0.9973902284244116,1.0,0.9999999999,0.9008887024384724
1,4,3,recursive_1000_200,hibrida,FATUAL,1.0,0.995366339769926,1.0,0.9999999999,0.9068452102576748
1,5,3,recursive_1000_200,hibrida,FATUAL,0.3333333333333333,0.9319280911110646,0.0,0.9999999999,0.7646415204685459
1,6,3,recursive_1000_200,hibrida,FATUAL,1.0,0.9999999999999996,0.5,0.9999999999,0.8618029033403551
1,7,3,recursive_1000_200,hibrida,FATUAL,0.0,0.994886925888154,1.0,0.9999999999,0.8442746670353636
1,8,3,recursive_1000_200,hibrida,FATUAL,0.6666666666666666,0.9984232189213496,1.0,0.9999999999,0.9021197901107424
1,9,3,recursive_1000_200,hibrida,FATUAL,1.0,0.9972968670998038,1.0,0.9999999999,0.8881291739580931
1,10,3,recursive_1000_200,hibrida,SÍNTESE,1.0,0.9664364901954364,0.0,0.9999999999,0.8287984021693894
1,11,3,recursive_1000_200,hibrida,SÍNTESE,1.0,0.9422314510883586,1.0,0.9999999999,0.8359162887531622
1,12,3,recursive_1000_200,hibrida,SÍNTESE,1.0,0.9794927547984869,1.0,0.9999999999,0.8372461353667651
1,13,3,recursive_1000_200,hibrida,SÍNTESE,1.0,0.8756419396003435,1.0,0.9999999999,0.7580625975055905
1,14,3,recursive_1000_200,hibrida,SÍNTESE,1.0,0.9999986097090722,0.5,0.9999999999,0.8895740734718938
1,15,3,recursive_1000_200,hibrida,SÍNTESE,1.0,0.993400809053518,0.5555555555555556,0.9999999999,0.8238037336830117
1,16,3,recursive_1000_200,hibrida,SÍNTESE,1.0,0.9080675818229887,1.0,0.9999999999,0.8040980613470161
1,17,3,recursive_1000_200,hibrida,SÍNTESE,1.0,0.944820886135736,0.2727272727272727,0.9999999999,0.7947160840919043
1,18,3,recursive_1000_200,hibrida,SÍNTESE,0.8571428571428571,0.8675833333413053,0.3333333333333333,0.9999999999,0.7253507703843873
1,19,3,recursive_1000_200,hibrida,SÍNTESE,1.0,0.9999999999999994,1.0,0.9999999999,0.8412020716924985
1,20,3,recursive_1000_200,hibrida,PROCEDIMENTAL,1.0,0.9945361772380846,1.0,0.9999999999,0.6934311920009916
1,21,3,recursive_1000_200,hibrida,PROCEDIMENTAL,0.5,0.0,0.0,0.0,0.3008838122054369
1,22,3,recursive_1000_200,hibrida,PROCEDIMENTAL,0.5,0.0,0.4,0.9999999999,0.2751535222065346
1,23,3,recursive_1000_200,hibrida,PROCEDIMENTAL,1.0,0.9941307026802,1.0,0.9999999999,0.7945452189033892
1,24,3,recursive_1000_200,hibrida,PROCEDIMENTAL,1.0,0.9223890724933392,1.0,0.9999999999,0.9236105112080252
1,25,3,recursive_1000_200,hibrida,PROCEDIMENTAL,1.0,0.8845231629084189,1.0,0.9999999999,0.8678750325413043
1,26,3,recursive_1000_200,hibrida,PROCEDIMENTAL,1.0,0.889446809758429,0.0,0.9999999999,0.7367288030335262
1,27,3,recursive_1000_200,hibrida,PROCEDIMENTAL,1.0,1.0000000000000004,0.5,0.9999999999,0.6977875406564
1,28,3,recursive_1000_200,hibrida,PROCEDIMENTAL,0.0,0.0,0.5,0.9999999999,0.3364379296394826
1,29,3,recursive_1000_200,hibrida,PROCEDIMENTAL,1.0,0.9774247986647392,0.0,0.9999999999,0.447279236554625
1,30,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,0.6666666666666666,0.9844900081860306,1.0,0.9999999999,0.9510249059666828
1,31,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,1.0,0.9551097827540604,1.0,0.9999999999,0.7777228100270508
1,32,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,0.3333333333333333,0.9396161875161678,1.0,0.9999999999,0.9081530652078202
1,33,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,0.5,0.9762574577288337,1.0,0.9999999999,0.8028046372815449
1,34,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,1.0,0.9968327696790878,1.0,0.9999999999,0.9124896445137564
1,35,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,1.0,0.8492624060086786,1.0,0.9999999999,0.7815136413209962
1,36,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,1.0,0.7087463800073796,1.0,0.9999999999,0.9506676034494426
1,37,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,1.0,0.6111167118215644,1.0,0.9999999999,0.9416816642746276
1,38,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,1.0,0.9970999035702152,1.0,0.9999999999,0.8257810614464955
1,39,3,recursive_1000_200,hibrida,AGULHA NO PALHEIRO,0.6666666666666666,0.997411552023614,1.0,0.9999999999,0.871262195439003
1,40,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,1.0,0.9273882868346698,1.0,0.9999999999,0.7153191776697378
1,41,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.0,0.0,0.0,0.0,0.28771313537957
1,42,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.6666666666666666,0.9567452767585466,0.0,0.0,0.4945249907776404
1,43,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.0,0.0,0.2,0.9999999999,0.3057689888623025
1,44,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.6666666666666666,0.942862013464886,0.0,0.9999999999,0.6119524680690809
1,45,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.6666666666666666,0.5649910383926211,0.0,0.0,0.6605625470314431
1,46,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,1.0,0.961243251096682,1.0,0.9999999999,0.8290534131358617
1,47,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.5,0.0,0.0,0.0,0.3619535977027853
1,48,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.75,0.9563153644880312,1.0,0.9999999999,0.7595950122814242
1,49,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,1.0,0.9247183057098955,1.0,0.9999999999,0.830948832135137
1,50,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,1.0,0.9336041567328822,1.0,0.9999999999,0.6783476110140416
1,51,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,1.0,0.7676994489202409,1.0,0.9999999999,0.6484881955177197
1,52,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,1.0,0.960580025976964,0.0,0.9999999999,0.7073225733950081
1,53,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.5,0.0,1.0,0.9999999999,0.3369947738428698
1,54,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,1.0,0.9502100523020692,1.0,0.9999999999,0.8503122419139606
1,55,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.5,0.0,0.5,0.9999999999,0.3358689143541348
1,56,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,1.0,0.9108151612172324,1.0,0.9999999999,0.9206062936158932
1,57,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.75,0.0,1.0,0.9999999999,0.746207043645043
1,58,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.5,0.0,0.0,0.9999999999,0.3169525537830538
1,59,3,recursive_1000_200,hibrida,DEPENDENTE DE HISTÓRICO,0.0,0.806196621172138,0.0,0.9999999999,0.790843264982428
2,0,3,recursive_500_100,vetorial,FATUAL,1.0,0.0,0.0,0.9999999999,0.2908791743052841
2,1,3,recursive_500_100,vetorial,FATUAL,0.5,0.0,0.0,0.0,0.2825969282842713
2,2,3,recursive_500_100,vetorial,FATUAL,1.0,1.0,1.0,0.9999999999,0.9795410649418288
2,3,3,recursive_500_100,vetorial,FATUAL,1.0,0.9973902284244116,0.0,0.9999999999,0.8969328233608056
2,4,3,recursive_500_100,vetorial,FATUAL,1.0,0.995366339769926,1.0,0.9999999999,0.8702778642568663
2,5,3,recursive_500_100,vetorial,FATUAL,0.3333333333333333,0.7787328039236238,0.0,0.9999999999,0.7024179329496218
2,6,3,recursive_500_100,vetorial,FATUAL,1.0,0.9999999999999996,1.0,0.9999999999,0.8391097713226815
2,7,3,recursive_500_100,vetorial,FATUAL,1.0,0.0,1.0,0.9999999999,0.7530972961429825
2,8,3,recursive_500_100,vetorial,FATUAL,1.0,0.994959308795282,1.0,0.9999999999,0.9026768408824636
2,9,3,recursive_500_100,vetorial,FATUAL,1.0,0.9972968670998038,1.0,0.9999999999,0.8881291739580931
2,10,3,recursive_500_100,vetorial,SÍNTESE,1.0,0.9664233449935984,0.0,0.9999999999,0.8057486959454345
2,11,3,recursive_500_100,vetorial,SÍNTESE,1.0,0.9422314510883586,0.3636363636363636,0.9999999999,0.7571403760151367
2,12,3,recursive_500_100,vetorial,SÍNTESE,0.5,0.8891241809625474,0.6666666666666666,0.9999999999,0.795756068544806
2,13,3,recursive_500_100,vetorial,SÍNTESE,1.0,0.8055713038239798,0.3333333333333333,0.9999999999,0.6534028403383473
2,14,3,recursive_500_100,vetorial,SÍNTESE,0.0,0.0,0.5,0.9999999999,0.3293896434512423
2,15,3,recursive_500_100,vetorial,SÍNTESE,1.0,0.9999977028110202,0.0,0.9999999999,0.7304264583829365
2,16,3,recursive_500_100,vetorial,SÍNTESE,1.0,0.9080675818229887,0.6,0.9999999999,0.7825460765869734
2,17,3,recursive_500_100,vetorial,SÍNTESE,0.5,0.0,0.0,0.9999999999,0.2908592112014727
2,18,3,recursive_500_100,vetorial,SÍNTESE,0.8,0.8671383878893572,0.0,0.9999999999,0.718049872482003
2,19,3,recursive_500_100,vetorial,SÍNTESE,0.6666666666666666,0.9999999999999994,0.6666666666666666,0.9999999999,0.8476627460056029
2,20,3,recursive_500_100,vetorial,PROCEDIMENTAL,0.7777777777777778,0.9945361772380846,1.0,0.9999999999,0.7011251825233339
2,21,3,recursive_500_100,vetorial,PROCEDIMENTAL,1.0,0.9155377041678308,0.0,0.0,0.6036638193606508
2,22,3,recursive_500_100,vetorial,PROCEDIMENTAL,0.0,0.0,0.0,0.9999999999,0.2753693196962847
2,23,3,recursive_500_100,vetorial,PROCEDIMENTAL,1.0,0.8576700960458834,0.5,0.9999999999,0.7340863674508222
2,24,3,recursive_500_100,vetorial,PROCEDIMENTAL,0.8,0.7814248659157831,0.5,0.9999999999,0.7680559001739808
2,25,3,recursive_500_100,vetorial,PROCEDIMENTAL,1.0,0.8845231629084189,1.0,0.9999999999,0.8658678870674095
2,26,3,recursive_500_100,vetorial,PROCEDIMENTAL,1.0,0.6993132291208003,0.0,0.9999999999,0.6340658111970285
2,27,3,recursive_500_100,vetorial,PROCEDIMENTAL,0.5555555555555556,1.0000000000000004,0.0,0.9999999999,0.6554225416546016
2,28,3,recursive_500_100,vetorial,PROCEDIMENTAL,1.0,0.9745400134937796,0.0,0.9999999999,0.5990798003770558
2,29,3,recursive_500_100,vetorial,PROCEDIMENTAL,1.0,0.9836249646339812,0.0,0.0,0.4328017134461897
2,30,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,0.6666666666666666,0.9844900081860306,1.0,0.9999999999,0.9546642932553564
2,31,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,0.0,0.0,0.0,0.9999999999,0.3194751674316038
2,32,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,0.6666666666666666,0.9798660839968109,1.0,0.9999999999,0.8612831865318118
2,33,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,0.5,0.9762574577288337,1.0,0.9999999999,0.8028046372815449
2,34,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,0.6666666666666666,0.0,0.0,0.0,0.3027234865498557
2,35,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,1.0,0.8319592694245945,0.0,0.0,0.7303508438464913
2,36,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,0.0,0.0,1.0,0.9999999999,0.3080125934134132
2,37,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,1.0,0.6111167118215644,1.0,0.9999999999,0.9416816642746276
2,38,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,1.0,0.9970999035702152,1.0,0.9999999999,0.8232947779290669
2,39,3,recursive_500_100,vetorial,AGULHA NO PALHEIRO,1.0,0.997411552023614,1.0,0.9999999999,0.8726216940541931
